Column1.chance_of_playing_next_round,Column1.chance_of_playing_this_round,Column1.code,Column1.cost_change_event,Column1.cost_change_event_fall,Column1.cost_change_start,Column1.cost_change_start_fall,Column1.dreamteam_count,Column1.element_type,Column1.ep_next,Column1.ep_this,Column1.event_points,Column1.first_name,Column1.form,Column1.id,Column1.in_dreamteam,Column1.news,Column1.news_added,Column1.now_cost,Column1.photo,Column1.points_per_game,Column1.second_name,Column1.selected_by_percent,Column1.special,Column1.squad_number,Column1.status,Column1.team,Column1.team_code,Column1.total_points,Column1.transfers_in,Column1.transfers_in_event,Column1.transfers_out,Column1.transfers_out_event,Column1.value_form,Column1.value_season,Column1.web_name,Column1.minutes,Column1.goals_scored,Column1.assists,Column1.clean_sheets,Column1.goals_conceded,Column1.own_goals,Column1.penalties_saved,Column1.penalties_missed,Column1.yellow_cards,Column1.red_cards,Column1.saves,Column1.bonus,Column1.bps,Column1.influence,Column1.creativity,Column1.threat,Column1.ict_index
,,54694,0,0,0,0,1,4,7.3,6.8,0,Pierre-Emerick,6.8,11,FALSE,,,110,54694.jpg,7.3,Aubameyang,23.5,FALSE,,a,1,3,44,605664,13462,812495,2540,0.6,4.0,Aubameyang,540,6,1,1,10,0,0,0,2,0,0,7,182,238.2,81.1,318.0,63.6
0,0,59966,0,0,-2,2,0,4,0.0,0.0,0,Alexandre,1.2,12,FALSE,Ankle injury - Expected back 21 Oct,2019-09-01T18:30:14.246208Z,93,59966.jpg,4.7,Lacazette,1.6,FALSE,,i,1,3,14,71092,52,214163,741,0.1,1.5,Lacazette,145,2,0,0,3,0,0,0,1,0,0,2,49,78.8,24.4,129.0,23.3
0,0,205533,0,0,-1,1,0,4,0.0,0.0,0,Edward,0.0,13,FALSE,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,44,205533.jpg,0.0,Nketiah,0.8,FALSE,,n,1,3,0,30598,103,81930,525,0.0,0.0,Nketiah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,80201,0,0,0,0,0,1,2.3,1.8,0,Bernd,1.8,14,FALSE,,,50,80201.jpg,3.0,Leno,5.9,FALSE,,a,1,3,18,213539,1756,211892,1426,0.4,3.6,Leno,540,0,0,1,10,0,0,0,2,0,29,1,117,175.8,0.0,0.0,17.5
100,100,37605,0,0,-2,2,0,3,1.0,0.5,0,Mesut,0.5,15,FALSE,,2019-08-09T17:00:13.419733Z,73,37605.jpg,2.0,Özil,0.7,FALSE,,a,1,3,2,12435,281,80032,295,0.1,0.3,Özil,70,0,0,0,1,0,0,0,0,0,0,0,15,6.4,18.8,2.0,2.7
0,0,57249,0,0,-2,2,0,3,0.0,0.0,0,Henrikh,0.2,16,FALSE,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,57249.jpg,1.3,Mkhitaryan,1.0,FALSE,,n,1,3,4,22473,11,106186,288,0.0,0.6,Mkhitaryan,110,0,0,1,0,0,0,0,1,0,0,0,3,5.4,33.9,46.0,8.6
100,100,84450,0,0,-2,2,0,3,1.5,1.0,0,Granit,1.0,18,FALSE,,2019-09-08T21:00:18.761460Z,53,84450.jpg,1.6,Xhaka,0.8,FALSE,,a,1,3,8,23043,259,74485,331,0.2,1.5,Xhaka,431,0,0,1,9,0,0,0,3,0,0,0,57,84.8,82.0,21.0,18.8
100,100,198849,0,0,-1,1,0,3,1.5,1.0,0,Lucas,1.0,19,FALSE,,2019-09-08T21:00:18.773636Z,49,198849.jpg,2.2,Torreira,1.5,FALSE,,a,1,3,11,44780,229,93540,644,0.2,2.2,Torreira,139,1,0,0,3,0,0,0,0,0,0,0,46,69.4,60.6,83.0,21.3
0,0,153256,0,0,-2,2,0,3,0.0,0.0,0,Mohamed,0.0,20,FALSE,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,153256.jpg,0.0,Elneny,0.5,FALSE,,n,1,3,0,42306,1970,37141,618,0.0,0.0,Elneny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,242166,0,0,1,-1,0,3,3.5,3.0,0,Matteo,3.0,21,FALSE,,,46,242166.jpg,3.2,Guendouzi,10.2,FALSE,,a,1,3,19,557019,7291,270696,3524,0.7,4.1,Guendouzi,511,0,2,1,9,0,0,0,2,0,0,2,98,115.6,90.5,55.0,26.2
,,41270,0,0,-2,2,0,2,1.3,0.8,0,David,0.8,106,FALSE,,,58,41270.jpg,0.8,Luiz Moreira Marinho,5.4,FALSE,,a,1,3,4,49148,365,304448,1551,0.1,0.7,David Luiz,450,0,0,0,10,0,0,0,2,0,0,0,63,111.0,9.9,16.0,13.7
,,98980,0,0,-1,1,0,1,0.5,0.0,0,Emiliano,0.0,427,FALSE,,,44,98980.jpg,0.0,Martínez,0.3,FALSE,,a,1,3,0,2889,33,7574,60,0.0,0.0,Martínez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,101184,0,0,-1,1,0,2,2.3,1.8,0,Calum,1.8,467,FALSE,,,44,101184.jpg,6.5,Chambers,1.0,FALSE,,a,1,3,13,44061,672,46846,270,0.4,3.0,Chambers,135,1,0,1,1,0,0,0,0,0,0,0,43,59.8,11.2,31.0,10.2
,,182539,0,0,1,-1,1,3,1.5,1.0,0,Daniel,1.0,469,FALSE,,,56,182539.jpg,3.0,Ceballos Fernández,10.7,FALSE,,a,1,3,18,957919,1377,579764,11434,0.2,3.2,Ceballos,325,0,2,0,7,0,0,0,0,0,0,3,68,84.2,98.9,43.0,22.5
100,100,195735,0,0,-1,1,0,3,4.3,3.8,0,Nicolas,3.8,488,FALSE,,2019-08-09T09:30:12.533555Z,94,195735.jpg,3.2,Pépé,3.4,FALSE,,a,1,3,19,126316,1580,249689,1200,0.4,2.0,Pépé,424,1,1,0,9,0,0,0,1,0,0,2,71,110.2,150.8,198.0,46.0
,,200641,0,0,-1,1,0,3,0.7,0.2,0,Reiss,0.2,489,FALSE,,,54,200641.jpg,1.3,Nelson,0.1,FALSE,,a,1,3,4,7017,28,10755,83,0.0,0.7,Nelson,134,0,0,1,2,0,0,0,1,0,0,0,10,22.0,41.5,60.0,12.4
100,100,200089,0,0,0,0,0,3,1.0,0.5,0,Joseph,0.5,490,FALSE,,2019-09-07T11:30:17.190466Z,50,200089.jpg,1.8,Willock,0.3,FALSE,,a,1,3,9,20138,88,19485,150,0.1,1.8,Willock,281,0,0,1,5,0,0,0,0,0,0,0,37,33.4,58.4,48.0,14.0
,,444145,0,0,0,0,0,4,0.5,0.0,0,Gabriel Teodoro,0.0,504,FALSE,,,45,444145.jpg,1.0,Martinelli Silva,1.4,FALSE,,a,1,3,1,101348,462,95498,829,0.0,0.2,Martinelli,6,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.5,0.0,0.2
100,100,192895,0,0,-1,1,0,2,0.5,0.0,0,Kieran,0.0,515,FALSE,,2019-08-09T12:00:11.271398Z,54,192895.jpg,0.0,Tierney,0.5,FALSE,,a,1,3,0,14468,1417,38090,61,0.0,0.0,Tierney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,223340,0,0,0,0,0,3,0.8,0.3,0,Bukayo,0.3,541,FALSE,,2019-09-24T21:30:13.707726Z,45,223340.jpg,1.0,Saka,0.1,FALSE,,a,1,3,1,10041,343,2097,132,0.1,0.2,Saka,45,0,0,0,1,0,0,0,0,0,0,0,8,8.4,15.3,5.0,2.9
,,37339,0,0,-1,1,0,2,-0.3,-0.3,0,Ahmed,0.2,22,FALSE,,,44,37339.jpg,1.4,El Mohamady,1.2,FALSE,,a,2,7,7,32561,68,85040,1298,0.0,1.6,El Mohamady,230,0,0,0,7,0,0,0,0,0,0,3,53,61.0,88.2,2.0,15.1
0,0,43252,0,0,-1,1,0,2,0.0,0.0,0,James,0.0,23,FALSE,Lack of match fitness - Expected back 19 Oct,2019-08-08T17:00:13.859858Z,44,43252.jpg,0.0,Chester,0.1,FALSE,,i,2,7,0,164,1,5280,17,0.0,0.0,Chester,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,47390,0,0,0,0,0,2,1.5,1.5,0,Neil,2.0,24,FALSE,,,45,47390.jpg,2.3,Taylor,0.4,FALSE,,a,2,7,16,14727,64,10803,338,0.4,3.6,Taylor,568,0,0,2,11,0,0,0,1,0,0,0,95,91.0,27.6,26.0,14.5
100,100,123354,0,0,0,0,0,2,-0.5,-0.5,0,Kortney,0.0,25,FALSE,,2019-08-15T13:00:13.496241Z,45,123354.jpg,0.0,Hause,0.1,FALSE,,a,2,7,0,433,8,2770,27,0.0,0.0,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
25,25,54764,0,0,-1,1,0,4,-0.1,-0.1,0,Jonathan,0.0,26,FALSE,Head injury - 25% chance of playing,2019-08-15T13:00:13.507539Z,54,54764.jpg,1.0,Kodjia,0.1,FALSE,,d,2,7,1,2045,3,23347,50,0.0,0.2,Kodjia,16,0,0,0,2,0,0,0,0,0,0,0,4,0.0,0.0,2.0,0.2
100,100,98770,0,0,-1,1,0,1,-0.5,-0.5,0,Ørjan,0.0,27,FALSE,,2019-07-30T15:00:08.973693Z,44,98770.jpg,0.0,Nyland,0.2,FALSE,,a,2,7,0,1784,13,5787,42,0.0,0.0,Nyland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,85242,0,0,-3,3,0,3,0.5,0.5,2,Conor,1.0,28,FALSE,,,57,85242.jpg,1.5,Hourihane,0.1,FALSE,,a,2,7,6,1957,9,12992,41,0.2,1.1,Hourihane,195,0,0,0,4,0,0,0,0,0,0,0,34,28.4,51.5,63.0,14.3
,,114283,0,0,-1,1,0,3,2.3,2.3,2,Jack,2.8,29,FALSE,,,59,114283.jpg,3.1,Grealish,3.9,FALSE,,a,2,7,22,102593,510,223858,2690,0.5,3.7,Grealish,630,0,2,2,11,0,0,0,2,0,0,2,118,162.0,225.8,77.0,46.5
100,100,193488,0,0,0,0,0,3,3.3,3.3,7,Anwar,3.8,30,FALSE,,2019-08-04T16:30:15.264156Z,55,193488.jpg,4.2,El Ghazi,0.5,FALSE,,a,2,7,25,28153,2033,25832,187,0.7,4.5,El Ghazi,421,2,1,1,9,0,0,0,0,0,0,0,75,128.2,86.2,175.0,39.1
,,122806,0,0,2,-2,0,3,5.3,5.3,8,John,5.8,31,FALSE,,,57,122806.jpg,5.4,McGinn,8.7,FALSE,,a,2,7,38,641009,24190,266305,1417,1.0,6.7,McGinn,630,3,1,2,11,0,0,0,0,0,0,4,125,223.2,141.1,193.0,55.7
0,0,174597,0,0,-1,1,0,3,0.0,0.0,0,Andre,0.0,32,FALSE,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,174597.jpg,0.0,Green,0.0,FALSE,,n,2,7,0,141,1,1061,3,0.0,0.0,Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,27770,0,0,0,0,0,3,0.0,0.0,0,Birkir,0.0,33,FALSE,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,27770.jpg,0.0,Bjarnason,0.1,FALSE,,u,2,7,0,374,2,6090,24,0.0,0.0,Bjarnason,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,221239,0,0,0,0,0,3,0.3,0.3,1,Keinan,0.8,34,FALSE,,,45,221239.jpg,1.0,Davis,0.3,FALSE,,a,2,7,4,9470,83,14418,143,0.2,0.9,Davis,41,0,0,0,1,0,0,0,0,0,0,0,13,9.2,22.2,4.0,3.3
0,0,40564,0,0,-1,1,0,3,0.0,0.0,0,Henri,0.5,35,FALSE,Ankle injury - Expected back 05 Oct,2019-09-25T23:00:14.221337Z,44,40564.jpg,1.0,Lansbury,0.8,FALSE,,i,2,7,2,63343,20,31965,1262,0.1,0.5,Lansbury,9,0,0,0,0,0,0,0,0,0,0,0,5,2.2,1.1,4.0,0.8
,,89274,0,0,-1,1,0,3,0.5,0.5,0,José Ignacio,1.0,36,FALSE,,,59,89274.jpg,2.4,Peleteiro Romallo,0.2,FALSE,,a,2,7,12,10186,39,16511,312,0.2,2.0,Jota,245,0,1,2,3,0,0,0,0,0,0,0,32,41.8,53.7,21.0,11.6
,,21205,0,0,0,0,0,1,2.5,2.5,1,Tom,3.0,94,FALSE,,,45,21205.jpg,3.0,Heaton,6.9,FALSE,,a,2,7,21,192752,980,147720,1401,0.7,4.7,Heaton,630,0,0,2,11,0,0,0,0,0,15,0,106,107.0,0.0,0.0,10.7
100,100,169359,0,0,-1,1,1,2,1.7,1.7,9,Matt,2.2,309,FALSE,,2019-08-27T21:30:10.743130Z,44,169359.jpg,9.0,Targett,0.4,FALSE,,a,2,7,9,1991,148,51810,53,0.5,2.0,Targett,61,0,0,1,0,0,0,0,0,0,0,3,31,12.2,17.2,2.0,3.1
,,213345,0,0,0,0,0,4,2.7,2.7,2,Wesley,3.2,428,FALSE,,,60,213345.jpg,3.7,Moraes,1.9,FALSE,,a,2,7,26,175598,1284,129711,1603,0.5,4.3,Wesley,604,2,0,2,9,0,0,0,0,0,0,4,74,101.6,55.1,198.0,35.4
100,100,79852,0,0,-1,1,0,1,-0.5,-0.5,0,Jed,0.0,429,FALSE,,2019-08-05T15:00:10.959066Z,44,79852.jpg,0.0,Steer,0.1,FALSE,,a,2,7,0,722,6,3481,28,0.0,0.0,Steer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,149484,0,0,1,-1,0,2,1.7,1.7,1,Tyrone,2.2,445,FALSE,,,46,149484.jpg,3.3,Mings,6.2,FALSE,,a,2,7,23,388359,863,122133,3458,0.5,5.0,Mings,630,0,1,2,11,0,0,0,1,0,0,3,140,208.8,26.3,12.0,24.7
100,100,199798,0,0,-1,1,0,2,-0.5,-0.5,0,Ezri,0.0,452,FALSE,,2019-08-05T15:00:10.970602Z,44,199798.jpg,0.0,Konsa Ngoyo,0.1,FALSE,,a,2,7,0,596,1,2378,21,0.0,0.0,Konsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,108156,0,0,0,0,1,2,2.0,2.0,1,Bjorn,2.5,455,FALSE,,,45,108156.jpg,3.0,Engels,1.1,FALSE,,a,2,7,21,80309,221,25579,941,0.6,4.7,Engels,630,0,0,2,11,0,0,0,1,0,0,4,111,127.4,3.2,11.0,14.2
,,203368,0,0,-1,1,0,2,2.5,2.5,4,Frédéric,3.0,458,FALSE,,,44,203368.jpg,3.4,Guilbert,0.8,FALSE,,a,2,7,17,42408,597,29480,256,0.7,3.9,Guilbert,444,0,1,2,6,0,0,0,2,0,0,0,68,85.4,59.7,29.0,17.4
100,100,148508,0,0,-2,2,0,3,0.3,0.3,3,Mahmoud Ahmed,0.8,465,FALSE,,2019-08-31T16:30:09.941826Z,53,148508.jpg,1.3,Ibrahim Hassan,1.1,FALSE,,a,2,7,8,44872,437,169161,621,0.2,1.5,Trézéguet,369,0,1,1,5,0,0,0,2,1,0,0,10,67.2,73.0,169.0,30.7
,,230046,0,0,1,-1,0,3,0.3,0.3,0,Douglas Luiz,0.8,470,FALSE,,,46,230046.jpg,3.2,Soares de Paulo,4.2,FALSE,,a,2,7,16,390974,284,185948,6358,0.2,3.5,Douglas Luiz,267,1,0,2,4,0,0,0,1,0,0,2,56,79.6,40.5,16.0,13.7
,,88175,0,0,-1,1,0,1,-0.5,-0.5,0,Lovre,0.0,474,FALSE,,,44,88175.jpg,0.0,Kalinic,0.1,FALSE,,a,2,7,0,638,9,2476,24,0.0,0.0,Kalinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,184704,0,0,-1,1,0,3,1.3,1.3,2,Marvelous,1.8,491,FALSE,,,44,184704.jpg,2.3,Nakamba,1.1,FALSE,,a,2,7,7,70704,2133,23457,710,0.4,1.6,Nakamba,254,0,0,1,5,0,0,0,0,0,0,0,49,57.6,35.8,7.0,10.1
100,100,56917,0,0,0,0,0,2,0.7,1.2,0,Steve,1.2,58,FALSE,,2019-07-30T11:30:12.364426Z,50,56917.jpg,1.4,Cook,0.2,FALSE,,a,3,91,10,6565,75,8062,165,0.2,2.0,Steve Cook,630,0,0,0,12,0,0,0,1,0,0,0,93,169.4,21.4,8.0,19.9
,,126184,0,0,-1,1,0,2,3.5,4.0,5,Nathan,4.0,59,FALSE,,,49,126184.jpg,2.9,Aké,11.9,FALSE,,a,3,91,20,143662,5051,503852,1799,0.8,4.1,Aké,630,1,1,0,12,0,0,0,1,0,0,1,128,202.8,34.7,114.0,35.1
0,0,41320,0,0,-1,1,0,2,0.0,0.0,0,Charlie,0.0,60,FALSE,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,44,41320.jpg,1.5,Daniels,0.1,FALSE,,i,3,91,3,2981,0,13544,67,0.0,0.7,Daniels,126,0,0,0,2,0,0,0,0,0,0,0,18,22.4,29.6,0.0,5.2
100,100,223911,0,0,0,0,1,2,0.0,0.5,0,Chris,0.5,61,FALSE,,2019-09-10T14:00:13.321043Z,45,223911.jpg,3.2,Mepham,1.2,FALSE,,a,3,91,13,83959,23,72198,1135,0.1,2.9,Mepham,271,1,0,0,7,0,0,0,0,0,0,2,53,91.6,2.5,72.0,16.6
100,100,15149,0,0,-1,1,0,2,-0.3,0.2,1,Simon,0.2,62,FALSE,,2019-06-25T11:30:06.976202Z,44,15149.jpg,1.0,Francis,0.0,FALSE,,a,3,91,1,207,16,398,7,0.0,0.2,Francis,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.4,0.0,0.1
0,0,54469,0,0,-1,1,0,2,0.0,0.0,0,Adam,0.2,63,FALSE,Hamstring injury - Unknown return date,2019-08-31T17:30:17.323480Z,44,54469.jpg,1.2,Smith,0.6,FALSE,,i,3,91,5,9123,1,67815,547,0.0,1.1,Adam Smith,310,0,0,0,7,0,0,0,1,0,0,0,39,26.6,10.0,63.0,9.9
100,100,235530,0,0,-1,1,0,2,-0.5,0.0,0,Lloyd,0.0,64,FALSE,,2019-08-04T16:00:15.955778Z,44,235530.jpg,0.0,Kelly,0.1,FALSE,,a,3,91,0,1073,75,4111,28,0.0,0.0,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,171129,0,0,1,-1,0,2,2.0,2.5,0,Diego,2.5,65,FALSE,,,41,171129.jpg,3.0,Rico,10.8,FALSE,,a,3,91,12,563395,5516,212119,3370,0.6,2.9,Rico,360,0,2,0,5,0,0,0,1,0,0,0,80,111.8,149.7,11.0,27.3
,,222434,0,0,0,0,0,2,-0.5,0.0,0,Jack,0.0,66,FALSE,,,40,222434.jpg,0.0,Simpson,6.9,FALSE,,a,3,91,0,106974,1530,177606,1899,0.0,0.0,Simpson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,75115,1,-1,-1,1,1,4,7.3,7.8,6,Callum,7.8,67,FALSE,,,79,75115.jpg,6.6,Wilson,11.5,FALSE,,a,3,91,46,336724,20376,726388,2670,1.0,5.9,Callum Wilson,607,5,3,0,12,0,0,0,1,0,0,4,159,204.8,111.4,260.0,57.8
,,78007,0,0,-2,2,1,4,6.0,6.5,12,Joshua,6.5,68,FALSE,,,63,78007.jpg,5.1,King,8.4,FALSE,,a,3,91,36,260512,14845,956900,2155,1.0,5.7,King,618,2,3,0,12,0,0,0,0,0,0,5,108,168.4,113.7,147.0,42.9
,,154566,0,0,-1,1,0,4,1.3,1.8,2,Dominic,1.8,69,FALSE,,,54,154566.jpg,1.4,Solanke,0.4,FALSE,,a,3,91,10,16205,268,27633,233,0.3,1.9,Solanke,318,0,0,0,5,0,0,0,0,0,0,0,17,20.0,39.5,117.0,17.7
0,0,217331,0,0,-1,1,0,4,0.0,0.0,0,Sam,0.0,71,FALSE,Joined Swansea City on loan until the end of the season on 6/8. - Expected back 01 Jul,2019-08-07T20:00:14.104634Z,44,217331.jpg,0.0,Surridge,0.7,FALSE,,n,3,91,0,36109,116,53253,459,0.0,0.0,Surridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,40349,0,0,-2,2,0,1,0.0,0.0,0,Asmir,0.0,72,FALSE,Joined Qarabag on loan until January on 2/9. - Expected back 01 Feb,2019-09-02T17:00:12.309749Z,43,40349.jpg,0.0,Begovic,1.3,FALSE,,n,3,91,0,11168,28,116640,693,0.0,0.0,Begovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,18726,0,0,-1,1,0,1,-0.5,0.0,0,Artur,0.0,73,FALSE,,,44,18726.jpg,0.0,Boruc,0.3,FALSE,,a,3,91,0,3996,49,11728,84,0.0,0.0,Boruc,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,229600,0,0,-1,1,0,1,-0.5,0.0,0,Mark,0.0,74,FALSE,,,44,229600.jpg,0.0,Travers,0.2,FALSE,,a,3,91,0,1505,11,7834,42,0.0,0.0,Travers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
75,,90105,0,0,-3,3,0,3,2.2,3.5,0,Ryan,3.5,75,FALSE,Illness - 75% chance of playing,2019-09-28T16:00:16.992466Z,72,90105.jpg,3.2,Fraser,5.5,FALSE,,d,3,91,19,93575,314,885604,10681,0.5,2.6,Fraser,420,1,1,0,8,0,0,0,1,0,0,2,66,89.2,104.1,67.0,25.9
0,0,111317,0,0,-2,2,0,3,0.0,0.0,0,David,0.0,76,FALSE,Ankle injury - Expected back 26 Oct,2019-07-31T21:00:14.727782Z,63,111317.jpg,0.0,Brooks,0.1,FALSE,,i,3,91,0,396,2,16726,45,0.0,0.0,Brooks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,56872,0,0,-1,1,0,3,0.0,0.0,0,Junior,0.0,77,FALSE,Knee injury - Unknown return date,2019-06-25T11:30:06.990995Z,59,56872.jpg,0.0,Stanislas,0.0,FALSE,,i,3,91,0,119,1,271,1,0.0,0.0,Stanislas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,103912,0,0,-2,2,0,3,-0.3,0.2,0,Jordon,0.2,78,FALSE,,,48,103912.jpg,1.0,Ibe,0.2,FALSE,,a,3,91,2,3765,26,15999,100,0.0,0.4,Ibe,48,0,0,0,1,0,0,0,0,0,0,0,10,6.8,5.4,0.0,1.2
100,100,155408,0,0,0,0,0,3,0.5,1.0,1,Lewis,1.0,79,FALSE,,2019-06-25T11:30:07.007116Z,50,155408.jpg,1.3,Cook,0.0,FALSE,,a,3,91,4,1257,26,555,27,0.2,0.8,Lewis Cook,90,0,0,0,1,0,0,0,0,0,0,0,15,8.8,1.3,0.0,1.0
100,100,15237,0,0,-2,2,0,3,0.0,0.5,0,Andrew,0.5,80,FALSE,,2019-06-25T11:30:07.022396Z,48,15237.jpg,1.0,Surman,0.0,FALSE,,a,3,91,3,689,4,2529,19,0.1,0.6,Surman,57,0,0,0,1,0,0,0,0,0,0,0,9,6.4,2.2,0.0,0.9
